"Magneto-electronic properties, carrier mobility and strain effects of InSe nanoribbon.","The monolayer InSe has been successfully fabricated recently and studied intensely. Here, we investigate the geometrical stability and various physical properties such as electronic and magnetic feature, carrier mobility and strain effects for InSe nanoribbons. Our calculations show that armchair nanoribbons, regardless of the bare-edged or H-saturated ones, are semiconductors with an indirect bandgaps, but the bandgap size is increased greatly by H-saturation. Their electron mobility is predicted to be moderately large (from ~ 10^2 to ~10^3 cm^2 V^-1 s^-1) with the holes being less mobile for wider ribbons, and the carrier polarity phenomenon becomes more prominently for H-saturation. The zigzag InSe nanoribbons are found to be magnetic metals with a bigger magnetic moment and the ferromagnetic ground state at the single edge. The magnetism stems from unpaired electrons at the In-rich edge. More interestingly, it is found that the externally applied mechanical strain can effectively tune the spin polarization efficiency at the Fermi level to two stepwise stages, suggesting that the strain can act as a tool for developing a mechanical switch to control spin-polarized transport under lower bias. The detailed analysis suggests that this strain-tuning mechanism can be attributed to the ionic and covalent bond-configuration competition due to the strain-induced bond-length alterations, which leads to the unpaired electron redistribution in magnetic atoms or vanishing.",3
Unravelling oxygen-vacancy-induced electron transfer at SrTiO<sub>3</sub>-based heterointerfaces by transport measurement during growth.,"Numerous studies have showed that oxygen vacancies play an important role on the formation of two-dimensional electron gas (2DEG) at SrTiO&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt;-based heterointerfaces. Previously, it is widely believed that the main mechanism is that the oxygen vacancies in SrTiO&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt; directly contribute electrons to the 2DEG. Here we performed transport measurements during the creation of 2DEG for depositing amorphous LaAlO&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt; on SrTiO&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt; substrates and related heterostructures. Our result suggests that, unlike the previous viewpoint, in this kind of 2DEG the determinant mechanism is the electron transfer from the oxygen vacancies in the film grown on SrTiO&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt;, rather than the oxygen vacancies in SrTiO&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt; themselvies. This effect is so striking that an amorphous film of less than 10% monolayer coverage on SrTiO&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt;, or equivalently 0.04 nm , can already generate a highly conducting 2DEG. The present result may has a general implication and provide a possible way to understand the long-standing debate on the origin of 2DEG at SrTiO&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt;-based heterointerfaces.",3
Thermophoresis of biological and biocompatible compounds in aqueous solution.,"With rising popularity of Microscale Thermophoresis for the characterisation of protein-ligand binding reactions and possible applications in microfluidic devices, there is a growing interest in considering thermodiffusion in the context of life sciences. But although the understanding of thermodiffusion in non-polar mixtures has grown rapidly in recent years, predictions for associated mixtures like aqueous solutions remain challenging. This review aims to give an overview of the literature on thermodiffusion in aqueous systems, show the difficulties in theoretical description that arise from the non-ideal behaviour of water-mixtures, and highlight the relevance of thermodiffusion in a biological context. We find that the thermodiffusion in aqueous systems is dominated by contributions from heat of transfer, hydrogen bond interactions and charge effects. However, the separation of these effects is often difficult, especially in case of biological systems where a systematic exclusion of contributions may not be feasible.",3
Theoretical study of the microscopic origin of magnetocrystalline anisotropy in Fe<sub>16</sub>N<sub>2</sub> and its alloys: comparison with the other L1<sub>0</sub> alloys.,"We study the magnetocrystalline anisotropy (MCA) energy of Fe&amp;lt;sub&amp;gt;16-&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;X &amp;lt;sub&amp;gt;&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;N&amp; lt;sub&amp;gt;2&amp;lt;/sub&amp;gt; (&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt; = 1, 2), where X = Ti, V, Cr, Mn, Co, Ni, Cu. To understand the microscopic origin and basic mechanism controlling the MCA energy of Fe&amp;lt;sub&amp;gt;16-&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;X &amp;lt;sub&amp;gt;&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;N&amp; lt;sub&amp;gt;2&amp;lt;/sub&amp;gt;, we first examined the behavior of the MCA energy of Fe&amp;lt;sub&amp;gt;16&amp;lt;/sub&amp;gt;N&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp; gt;, focusing on the spin-orbit coupling (SOC), and compared the behavior with other alloy systems (FeCo, FePt and CoPt) with L1&amp;lt;sub&amp;gt;0&amp;lt;/sub&amp;gt; structure. We find that whereas the MCA energy of FeCo is determined by the spin-conserved terms of the SOC energy, the MCA energy of Fe&amp;lt;sub&amp;gt;16&amp;lt;/sub&amp;gt;N&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp; gt; is determined by mutual competition between spin-conserved and spin-flip terms. We then studied the effect of the transition element X on the phase stability and MCA of Fe&amp;lt;sub&amp;gt;16-&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;X &amp;lt;sub&amp;gt;&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;N&amp; lt;sub&amp;gt;2&amp;lt;/sub&amp;gt;. The MCA energy and cohesive energy are calculated to determine the most stable configuration for each choice of X and &amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;, and compared with those of Fe&amp;lt;sub&amp;gt;16&amp;lt;/sub&amp;gt;N&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp; gt;. For X = V and Cu, both the MCA and phase stability improved noticeably. For X = Co, the MCA energy improves, but Fe&amp;lt;sub&amp;gt;16-&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;C o&amp;lt;sub&amp;gt;&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;N&amp ;lt;sub&amp;gt;2&amp;lt;/sub&amp;gt; is less stable than Fe&amp;lt;sub&amp;gt;16&amp;lt;/sub&amp;gt;N&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp; gt;. The microscopic mechanism underlying the MCA energy enhancement due to X = V, Cu and Co in Fe&amp;lt;sub&amp;gt;16-&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;X &amp;lt;sub&amp;gt;&amp;lt;i&amp;gt;n&amp;lt;/i&amp;gt;&amp;lt;/sub&amp;gt;N&amp; lt;sub&amp;gt;2&amp;lt;/sub&amp;gt; was studied by examining the data for spin- and site-resolved projected density of states (PDOS), as well as each spin-conserved and spin-flip terms contributing to the SOC energy.",3
Hydrostatic pressure induced structural phase transition and mechanical properties of fluoroperovskite.,"We perform the first-principles calculations combining with the particle swarm optimization algorithm to investigate the high-pressure phase diagrams of NaXF3 (X=Mn, Ni, Zn). Two reconstructive phase transitions are predicted from Pv-Pnma to pPv-Cmcm at about 9 GPa and pPv-Cmcm to ppPv-Pnma at around 26 GPa for NaZnF3. That is not the case for NaMnF3 - a direct transition (reconstructive transition in nature but with the same Pnma space group) from Pv-Pnma to ppPv-Pnma phase around 12 GPa. Strikingly, our simulated results manifest that a disproportionation phase of NaZnF3 post-perovskite is uncovered along the way, which provides a successful explanation for the observed results in experiment. Additionally, the mechanical and thermal properties, especially the dynamical property, of the four NaZnF3 phases have also been studied. Here, we reveal the obvious softening of P-wave velocity and bulk sound speed in pPv-Cmcm-to-ppPv-Pnma transition, which may result in the discontinuity of seismic waves propagation through the earth's interior.",3
Experimental signatures of a nonequilibrium phase transition near the crossover point of a Langmuir monolayer.,"We investigate the response of the two-dimensional (2D) continuous non-particulate film of surfactant sorbitan tristearate confined at the air-water interface under oscillatory shear deformation. The time dependence of various rheological parameters show critical-like behavior at a value of strain amplitude close to the crossover point of elastic (G') and viscous (G'') shear moduli. Imposing oscillatory shear of different strain amplitudes (gamma0) above and below the crossover strain amplitude (gammaf) over a large number of cycles, we quantify the temporal dependence of interfacial viscous modulus, phase angle (G''/G') as well as higher harmonic components of stress. The number of shear cycles (tauR) required for these quantities to reach the steady state value diverges near gammaf. The steady state values of the third harmonic (I3/I1) show order parameter like behavior indicating the importance of higher order harmonics near the nonequilibrium transition. We further show that the energy dissipation per cycle per unit volume has a marked change near gammaf, consistent with continuum level nonequilibrium shear-transformation-zone (STZ) model of amorphous viscoplasticity.",3
Spin-rotation mode in a quantum Hall ferromagnet.,"A spin-rotation mode emerging in a quantum Hall ferromagnet due to excitation by a laser pulse&amp;#13; is studied. This state, macroscopically representing a rotation of the entire electron spin-system to&amp;#13; a certain angle, microscopically is not equivalent to a coherent turn of all spins as a single-whole&amp;#13; and is presented in the form of a combination of eigen quantum states corresponding to all possible&amp;#13; S_z spin numbers. Motion of the macroscopic quantum state is studied microscopically by solving a&amp;#13; non-stationary Schr odinger equation and by means of a kinetic approach where damping of the spin-&amp;#13; rotation mode is related to an elementary process - transformation of a 'Goldstone spin exciton'&amp;#13; to a 'spin-wave exciton'. The system exhibits a spin stochastization mechanism (determined by&amp;#13; spatial fl uctuations of the Land e factor) providing the damping - the transverse spin relaxation,&amp;#13; but irrelevant to a decay of spin-wave excitons and thus not providing the longitudinal relaxation -&amp;#13; recovery of the S_z number to its equilibrium value.",3
Defect induced ferromagnetic ordering in epitaxial Zn0.95Mn0.05O films on sapphire (0 0 0 1).,"We report the influence of Mn dopant on magnetic properties of Zn0.95Mn0.05O (ZMO)/Al2O3(0 0 0 1) hetero-epitaxial systems grown by using pulsed-laser deposition. The room temperature (RT) intrinsic ferromagnetic (FM) ordering verified by superconducting quantum interference device magnetometer and x-ray magnetic circular dichroism spectrum of Mn L 2,3 edges is ascribed to the substitutional Mn atoms in the Zn site of ZnO. Mn in ZMO has a tetrahedral local symmetry instead of the octahedral symmetry of MnO, after verifying the absence of the Mn-related impurities or clusters in ZMO epitaxial film by Mn K-edge and Zn K-edge x-ray absorption spectroscopy spectrum, as well as the analysis of long-range structural ordering on Renninger scan of forbidden (0 0 0 5) reflection in x-ray diffraction, transmission electron microscopy and Raman spectrum. Comparison of x-ray absorption spectra of ZMO with those of ZnO epilayers at O K-, Zn K-, and L 3-edges indicates that the substitution of the Zn site with Mn enhances the charge-transfer (CT) transition and the presence of Zn vacancies (VZn) also dominate the photoluminescence (PL) spectrum, implying that the formation of numerous VZn defects plays an important role in activating FM interactions. The strong CT effect and the existence of high-density VZn suggest that the intrinsic RT FM ordering of insulating ZMO is a result of the formation of the bound magnetic polarons (BMPs) that interact with each other via intermediate magnetic impurities.",3
Enhancement of thermoelectric performance of a nanoribbon made of [Formula: see text] lattice.,"We present electronic and transport properties of a zigzag nanoribbon made of [Formula: see text] lattice. Our particular focus is on the effects of the continuous evolution of the edge modes (from flat to dispersive) on the thermoelectric transport properties. Unlike the case of graphene nanoribbon, the zigzag nanoribbon of [Formula: see text] lattice can host a pair of dispersive edge modes at the two valleys for specific width of the ribbon. Moreover, gap opening can also occur at the two valleys depending on the width. The slope of the dispersive edge modes and the energy gap strongly depend on the relative strength of two kinds of hoping parameters present in the system. We compute corresponding transport coefficients such as conductance, thermopower, thermal conductance and the thermoelectric figure of merits by using the tight-binding Green function formalism, in order to explore the roles of the dispersive edge modes. It is found that the thermopower and thermoelectric figure of merits can be enhanced significantly by suitably controlling the edge modes. The figure of merits can be enhanced by thirty times under suitable parameter regime in comparison to the case of graphene. Finally, we reveal that the presence of line defect, close to the edge, can cause a significant impact on the edge modes as well as on electrical conductance and thermopower.",3
Charge ordering in high-temperature superconductors visualized by scanning tunneling microscopy.,"Since the discovery of stripe order in La1.6-xNd0.4SrxCuO4 superconductors in 1995, charge ordering in cuprate superconductors has been intensively studied by various experimental techniques. Among these studies, scanning tunneling microscope (STM) plays an irreplaceable role in determining the real space structures of charge ordering. STM imaging of different families of cuprates over a wide range of doping levels reveal similar checkerboard-like patterns, indicating that such a charge ordered state is likely a ubiquitous and intrinsic characteristic of cuprate superconductors, which may shed light on understanding the mechanism of high-temperature superconductivity. In another class of high-temperature superconductors, iron-based superconductors, STM studies reveal several charge ordered states as well, but their real-space patterns and the interplay with superconductivity are markedly different among different materials. In this paper, we present a brief review on STM studies of charge ordering in these two classes of high-temperature superconductors. Possible origins of charge ordering and its interplay with superconductivity will be discussed.&amp;#13.",3
Predicting the performance of the inter-coulombic electron capture from single-electron quantities.,"The probability of the inter-Coulombic electron capture (ICEC) is studied for nanowire-embedded quantum-dot pairs where electron capture in one dot leads to electron emission from the other. Previous studies pointed to an interdependence of several ICEC pathways which can enhance the ICEC reaction probability. To identify favorable criteria for such synergies in a qualitative and quantitative manner, we conducted a considerable amount of simulations scanning multiple geometrical parameters. The focus of the paper is not only to find the geometries which are most favorable to ICEC but most importantly to explain the basic principles of the ICEC probability. We have thus derived a number of energy relations among solely single-electron level energies that explain the mechanisms of the multiple reaction pathways. Among them are direct ICEC, both slowing or accelerating the outgoing electron, as well as resonance-enhanced ICEC which captures into a two-electron resonance state that decays thereafter. These pathways may apply simultaneously for just one single geometric configuration and contribute constructively leading to an enhancement of the reaction probability. Likewise some conditions are found that clearly turn down the ICEC probability to zero. The results based on single-electron relations are so general that they can as well be used to predict ICEC probability from the electronic structure in arbitrary physical systems such as atoms or molecules.",3
Local entanglement and string order parameter in dimerized models.,"In this letter, we propose an application of String Order Parameter (SOP), commonly used in&amp;#13; quantum spin systems, to identify symmetry-protected topological phase (SPT) in fermionic systems&amp;#13; in the example of the dimerized fermionic chain. As a generalized form of dimerized model, we&amp;#13; consider a one-dimensional spin-1/2 XX model with alternating spin couplings. We employ Jordan-&amp;#13; Wigner fermionization to map this model to the spinless Su-Schrieffer-Heeger fermionic model (SSH)&amp;#13; with generalized hopping signs. We demonstrate a phase transition between a trivial insulating&amp;#13; phase and the Haldane phase by the exact analytical evaluation of reconstructed SOPs which are&amp;#13; represented as determinants of Toeplitz matrices with the given generating functions. To get more&amp;#13; insight into the topological quantum phase transition (tQPT) and microscopic correlations, we&amp;#13; study the pairwise concurrence as a local entanglement measure of the model. We show that the&amp;#13; first derivative of the concurrence has a non-analytic behaviour in the vicinity of the tQPT, like in&amp;#13; the second order trivial QPTs.",3
Phonon transport in periodically and quasi-periodically modulated cylindrical nanowires.,"Phonon transport in periodically modulated cylindrical nanowire (PMCA) and quasi-periodically modulated cylindrical nanowire (QPMCA) is comparatively studied. It is shown that the transmission coefficient and thermal conductance for PMCA is greater than the corresponding values for QPMCA. At low frequencies, a wide stop-frequency gap due to the destructive interference between the incoming and back waves can be clearly observed here. For PMCA, such stop-frequency gap seems to be insensitive to the change of N (the periodic number). For QPMCA, however, its breadth increases with the increase of N (the Fibonacci number). When N is increased, the thermal conductance for PMCA presents a distinct change from the decrease to the constant, while it for QPMCA has a tendency of monotonous decrease. A brief discussion on these results is made.",3
Size-dependent magnetic properties of gamma-Fe<sub>2</sub>O<sub>3</sub> nanocrystallites.,"A route for synthesizing monodisperse magnetic nanocrystallites of maghemite, $\gamma$-Fe$_{2}$O$_3$, with various sizes has been revisited. A systematic investigation of three $\gamma$-Fe$_2$O$_3$ nanocrystalline samples by different techniques has been performed to characterize their size-dependent magnetic properties. Zero-field-cooled and field-cooled magnetization measurements reveal that the superparamagnetic blocking temperatures are around 230~K, 170~K, and 50~K for the 15.0~nm, 11.8~nm, and 6.1~nm nanocrystallites, respectively. Low-temperature M{\""o}ssbauer spectra show that all three nanocrystallites have the maghemite structure with all the vacancies in the B-sites. Furthermore, detailed analysis shows that there are more vacancies on the B-sites for the 6.1~nm nanocrystallites compared to 0.33 for the bulk maghemite.",3
Visualizing pairing symmetry in nematic superconductors using spin-polarized spectroscopy of magnetic impurities.,"We study the spin-polarized spectral properties of Yu-Shiba-Rusinov resonance states induced by magnetic impurities in 2- and 3-dimensional nematic superconductors: few layer Bi&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp;gt;Te&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp; gt; grown on FeTe&amp;lt;sub&amp;gt;0.55&amp;lt;/sub&amp;gt;Se&amp;lt;sub&amp;gt;0.45&amp;lt;/ sub&amp;gt; (2-dimensional) and Cu&amp;lt;sub&amp;gt;x&amp;lt;/sub&amp;gt;Bi&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp; gt;Se&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt; (3-dimensional). We focus on the relationship between pairing symmetry and the distribution of spin-polarized spectroscopy. We calculate the spin-polarized local density of states (SP LDOS) and the corresponding Fourier transformation using the &amp;lt;i&amp;gt;T&amp;lt;/i&amp;gt;-matrix method for both the 2- and 3-dimensional materials. Various situations with different impurity orientations and different SP LDOSs have been investigated. We find that, like the quasiparticle interference spectrum, the spin-polarized spectroscopy can be applied to distinguish threefold rotation symmetric pairings, e.g., the plain &amp;lt;i&amp;gt;s&amp;lt;/i&amp;gt;-wave pairing, chiral &amp;lt;i&amp;gt;p&amp;lt;/i&amp;gt;-wave pairing, etc, and nematic pairings in these materials.",3
